ts,amount_bymin,amount_powerfit,amount_norm,amount_powerfit_norm
2020-06-05 10:51:00,0.4130745400000001,1.4676854178904517,-0.5441313483136511,-0.4807024032205501
2020-06-05 10:52:00,0.33869293000000006,1.4588727022330517,-0.6994788205676037,-0.48610078639902404
2020-06-05 10:53:00,0.3403947,1.4502175009952578,-0.6959246400671063,-0.49140268136362325
2020-06-05 10:54:00,0.36819264999999995,1.4417151733909386,-0.637868068471765,-0.49661093090909575
2020-06-05 10:55:00,0.30987366000000016,1.4333612678921976,-0.7596684393013761,-0.501728261896746
2020-06-05 10:56:00,0.36501678000000026,1.425151512418312,-0.6445009361484275,-0.5067572912643727
2020-06-05 10:57:00,0.3609898399999998,1.4170818051392893,-0.6529112804515208,-0.5117005316597106
2020-06-05 10:58:00,0.3318681,1.4091482058490528,-0.7137326137977174,-0.5165603967249363
2020-06-05 10:59:00,0.32539889000000005,1.4013469278670116,-0.727243687583025,-0.5213392060575042
2020-06-05 11:00:00,0.45868528000000003,1.393674330430194,-0.4488724104305879,-0.5260391898704778
2020-06-05 11:01:00,0.33720988000000013,1.386126911541196,-0.702576199996823,-0.5306624933736438
2020-06-05 11:02:00,0.4396442499999999,1.3787013012400233,-0.48863998039326684,-0.5352111808949634
2020-06-05 11:03:00,0.32108807000000017,1.3713942552704432,-0.7362469209137067,-0.5396872397603591
2020-06-05 11:04:00,0.3489018599999999,1.3642026491137975,-0.6781572671632404,-0.5440925839484071
2020-06-05 11:05:00,0.35708331000000015,1.3571234723653411,-0.6610701460741414,-0.5484290575352091
2020-06-05 11:06:00,0.3236534199999998,1.3501538234301038,-0.7308891364029033,-0.5526984379435353
2020-06-05 11:07:00,0.3274946199999999,1.3432909045170374,-0.7228667137849754,-0.5569024390092476
2020-06-05 11:08:00,0.2520753299999998,1.3365320169118238,-0.8803814013628297,-0.5610427138770228
2020-06-05 11:09:00,0.2224607100000001,1.329874556510192,-0.9422321243945213,-0.5651208577364979
2020-06-05 11:10:00,0.4112518799999999,1.3233160095949452,-0.5479380099841691,-0.569138410409126
2020-06-05 11:11:00,0.33285920999999985,1.3168539488411377,-0.7116626608452927,-0.5730968587952758
2020-06-05 11:12:00,0.3172891999999997,1.3104860295349703,-0.7441809364845103,-0.5769976391904118
2020-06-05 11:13:00,0.26564660999999995,1.3042099859930263,-0.8520375130919166,-0.5808421394785552
2020-06-05 11:14:00,0.26017088000000005,1.2980236281694169,-0.8634736841326498,-0.5846317012106362
2020-06-05 11:15:00,0.3216396199999998,1.2919248384392967,-0.7350949977660146,-0.5883676215748074
2020-06-05 11:16:00,0.2845148399999996,1.2859115685480071,-0.812630839366971,-0.5920511552652996
2020-06-05 11:17:00,0.3116117599999999,1.2799818367158693,-0.7560383828731198,-0.595683516255932
2020-06-05 11:18:00,0.27022913000000004,1.2741337248893192,-0.8424668289059571,-0.5992658794839766
2020-06-05 11:19:00,0.28717674,1.26836537612973,-0.8070714082603728,-0.6027993824496816
